country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,bank_account
Tanzania,2017,uniqueid_5316,Urban,Yes,3,50,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5317,Urban,Yes,5,52,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5318,Urban,No,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5319,Urban,Yes,4,20,Male,Child,Divorced/Seperated,No formal education,Formally employed Private,No
Tanzania,2017,uniqueid_5320,Urban,No,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5321,Urban,Yes,2,32,Male,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5322,Urban,Yes,3,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5323,Urban,No,1,30,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5324,Urban,Yes,2,46,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5325,Urban,No,3,19,Male,Parent,Divorced/Seperated,Secondary education,No Income,No
Tanzania,2017,uniqueid_5326,Urban,Yes,4,18,Male,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5327,Urban,No,4,47,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5328,Rural,Yes,1,27,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5329,Urban,No,2,42,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5330,Urban,No,2,38,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5331,Urban,No,3,38,Female,Spouse,Single/Never Married,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5332,Rural,Yes,1,48,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5333,Urban,Yes,1,27,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5334,Urban,No,1,29,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5335,Rural,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5336,Urban,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5337,Urban,No,6,20,Female,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5338,Urban,No,4,19,Female,Parent,Married/Living together,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5339,Urban,No,2,42,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5340,Urban,Yes,2,61,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5341,Rural,Yes,1,27,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5342,Urban,Yes,1,78,Male,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5343,Urban,Yes,3,40,Female,Head of Household,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5344,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5345,Rural,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,No Income,No
Tanzania,2017,uniqueid_5346,Rural,Yes,2,38,Male,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5347,Urban,No,3,40,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5348,Rural,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5349,Rural,No,2,18,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5350,Urban,No,1,47,Female,Child,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5351,Urban,No,2,47,Male,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5352,Urban,Yes,1,35,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5353,Urban,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5354,Urban,Yes,4,22,Male,Child,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5355,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5356,Urban,No,1,35,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,No
Tanzania,2017,uniqueid_5357,Urban,No,2,69,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5358,Urban,No,4,70,Male,Child,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5359,Urban,No,2,63,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5360,Urban,Yes,2,63,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5361,Rural,Yes,2,64,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5362,Urban,Yes,2,28,Female,Spouse,Single/Never Married,Tertiary education,Self employed,No
Tanzania,2017,uniqueid_5363,Urban,No,1,23,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5364,Urban,Yes,2,57,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5365,Urban,Yes,1,53,Female,Head of Household,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5366,Rural,Yes,2,71,Female,Child,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5367,Urban,Yes,1,26,Male,Other relative,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5368,Urban,Yes,4,20,Female,Parent,Divorced/Seperated,Secondary education,No Income,No
Tanzania,2017,uniqueid_5369,Urban,Yes,3,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5370,Urban,Yes,2,47,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5371,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5372,Rural,Yes,2,27,Male,Parent,Divorced/Seperated,Vocational/Specialised training,Self employed,No
Tanzania,2017,uniqueid_5373,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5374,Urban,No,2,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5375,Rural,Yes,1,27,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,No
Tanzania,2017,uniqueid_5376,Rural,No,1,35,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5377,Urban,Yes,2,68,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5378,Rural,Yes,2,52,Female,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5379,Rural,No,2,23,Female,Child,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5380,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5381,Rural,Yes,4,61,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,Yes
Tanzania,2017,uniqueid_5382,Rural,Yes,1,24,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Other Income,Yes
Tanzania,2017,uniqueid_5383,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5384,Rural,Yes,4,19,Male,Parent,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5385,Rural,Yes,2,25,Male,Other relative,Divorced/Seperated,Vocational/Specialised training,Self employed,No
Tanzania,2017,uniqueid_5386,Urban,No,2,32,Female,Spouse,Single/Never Married,Primary education,No Income,No
Tanzania,2017,uniqueid_5387,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5388,Urban,Yes,3,51,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5389,Rural,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5390,Urban,No,1,65,Female,Head of Household,Married/Living together,No formal education,Government Dependent,No
Tanzania,2017,uniqueid_5391,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5392,Rural,Yes,3,35,Female,Parent,Married/Living together,Primary education,Informally employed,Yes
Tanzania,2017,uniqueid_5393,Urban,No,2,48,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5394,Urban,No,3,36,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5395,Rural,Yes,2,70,Female,Head of Household,Widowed,No formal education,Government Dependent,No
Tanzania,2017,uniqueid_5396,Rural,Yes,2,28,Male,Head of Household,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5397,Urban,Yes,1,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5398,Urban,Yes,1,24,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5399,Urban,No,3,70,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5400,Rural,Yes,4,53,Male,Other non-relatives,Widowed,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5401,Urban,No,2,37,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5402,Urban,Yes,2,42,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5403,Rural,No,2,27,Female,Spouse,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5404,Urban,No,2,24,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5405,Urban,Yes,3,36,Female,Head of Household,Widowed,Tertiary education,Formally employed Private,Yes
Tanzania,2017,uniqueid_5406,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5407,Rural,Yes,3,45,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5408,Urban,Yes,3,46,Female,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5409,Rural,No,2,32,Male,Parent,Divorced/Seperated,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5410,Rural,No,2,57,Female,Head of Household,Single/Never Married,Secondary education,Self employed,No
Tanzania,2017,uniqueid_5411,Urban,Yes,2,34,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5412,Rural,Yes,4,34,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5413,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5414,Urban,No,1,46,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5415,Urban,Yes,2,31,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5416,Urban,No,1,38,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed,No
Tanzania,2017,uniqueid_5417,Urban,Yes,2,52,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5418,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,Yes
Tanzania,2017,uniqueid_5419,Urban,Yes,3,32,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5420,Rural,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5421,Urban,Yes,2,45,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5422,Rural,Yes,2,50,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5423,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5424,Urban,Yes,2,17,Male,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5425,Urban,Yes,2,30,Male,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5426,Urban,Yes,6,47,Male,Child,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5427,Urban,No,2,82,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5428,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5429,Urban,No,2,42,Male,Head of Household,Single/Never Married,Primary education,Informally employed,No
Tanzania,2017,uniqueid_5430,Urban,No,1,63,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Tanzania,2017,uniqueid_5431,Rural,Yes,2,49,Male,Head of Household,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5432,Urban,Yes,2,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5433,Urban,No,2,44,Male,Head of Household,Single/Never Married,Primary education,Self employed,Yes
Tanzania,2017,uniqueid_5434,Urban,No,2,30,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5435,Urban,Yes,5,69,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5436,Urban,Yes,1,40,Male,Head of Household,Widowed,Primary education,Self employed,No
Tanzania,2017,uniqueid_5437,Urban,Yes,2,36,Female,Spouse,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5438,Urban,No,2,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5439,Rural,Yes,7,33,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent,No
Tanzania,2017,uniqueid_5440,Urban,Yes,1,49,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5441,Urban,No,2,60,Female,Spouse,Single/Never Married,No formal education,Self employed,No
Tanzania,2017,uniqueid_5442,Rural,Yes,3,40,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,No
Tanzania,2017,uniqueid_5443,Rural,Yes,4,40,Male,Other non-relatives,Single/Never Married,No formal education,Formally employed Private,No
Tanzania,2017,uniqueid_5444,Urban,Yes,3,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Tanzania,2017,uniqueid_5445,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,No
Tanzania,2017,uniqueid_5446,Urban,Yes,3,18,Male,Parent,Divorced/Seperated,Primary education,Self employed,No
Tanzania,2017,uniqueid_5447,Urban,Yes,3,37,Female,Spouse,Married/Living together,Primary education,Self employed,No
Tanzania,2017,uniqueid_5448,Rural,Yes,2,23,Male,Head of Household,Single/Never Married,Secondary education,Self employed,Yes
Tanzania,2017,uniqueid_5449,Urban,No,2,69,Female,Head of Household,Widowed,No formal education,Self employed,No
Tanzania,2017,uniqueid_5450,Urban,Yes,1,35,Male,Head of Household,Single/Never Married,No formal education,Self employed,No
